"funcao","kind","language","return_type","complexidade"
"ponto.private_incluir_minutos_saldo()","FUNCTION","plpgsql","void","Media"
"ponto.private_incluir_minutos_tolerados()","FUNCTION","plpgsql","void","Media"
"ponto.private_incluir_minutos_trabalhados()","FUNCTION","plpgsql","void","Media"
"ponto.private_incluir_minutos_trabalhados_noturnos()","FUNCTION","plpgsql","void","Media"
"ponto.private_incluir_padroes()","FUNCTION","plpgsql","void","Media"
"ponto.private_incluir_saidas_antecipadas_compensaveis()","FUNCTION","plpgsql","void","Media"
"ponto.private_recupera_valor_historico_dias_falta(a_data date)","FUNCTION","plpgsql","int4","Media"
"ponto.private_recupera_valor_historico_dias_falta_fora_do_ponto(a_data date)","FUNCTION","plpgsql","int4","Media"
"ponto.private_recupera_valor_historico_dias_trabalhados(a_data date)","FUNCTION","plpgsql","int4","Media"
"ponto.private_recupera_valor_historico_minimo_entre_jornadas_nao_cump(a_data date)","FUNCTION","plpgsql","int4","Media"
"ponto.private_recupera_valor_historico_minutos_adicional_domingo(a_data date)","FUNCTION","plpgsql","int4","Media"
"ponto.private_recupera_valor_historico_minutos_adicional_feriado(a_data date)","FUNCTION","plpgsql","int4","Media"
"ponto.private_recupera_valor_historico_minutos_atraso_entrada(a_data date)","FUNCTION","plpgsql","int4","Media"
"ponto.private_recupera_valor_historico_minutos_atraso_entrada_compens(a_data date)","FUNCTION","plpgsql","int4","Media"
"ponto.private_recupera_valor_historico_minutos_atraso_intervalo(a_data date)","FUNCTION","plpgsql","int4","Media"
"ponto.private_recupera_valor_historico_minutos_atraso_just_intervalo(a_data date)","FUNCTION","plpgsql","int4","Media"
"ponto.private_recupera_valor_historico_minutos_atrasos(a_data date)","FUNCTION","plpgsql","int4","Media"
"ponto.private_recupera_valor_historico_minutos_compensados_atraso(a_data date)","FUNCTION","plpgsql","int4","Media"
"ponto.private_recupera_valor_historico_minutos_compensados_atraso_ent(a_data date)","FUNCTION","plpgsql","int4","Media"
"ponto.private_recupera_valor_historico_minutos_compensados_hora_extra(a_data date)","FUNCTION","plpgsql","int4","Media"
"ponto.private_recupera_valor_historico_minutos_compensados_saida_ante(a_data date)","FUNCTION","plpgsql","int4","Media"
"ponto.private_recupera_valor_historico_minutos_entrada_antecipada(a_data date)","FUNCTION","plpgsql","int4","Media"
"ponto.private_recupera_valor_historico_minutos_extra_entrada(a_data date)","FUNCTION","plpgsql","int4","Media"
"ponto.private_recupera_valor_historico_minutos_extra_intervalo(a_data date)","FUNCTION","plpgsql","int4","Media"
"ponto.private_recupera_valor_historico_minutos_extra_saida(a_data date)","FUNCTION","plpgsql","int4","Media"
"ponto.private_recupera_valor_historico_minutos_extras(a_data date, a_tipo integer, a_tipo_limite integer)","FUNCTION","plpgsql","int4","Media"
"ponto.private_recupera_valor_historico_minutos_extras(a_data date, a_tipo integer, a_tipo_limite integer, a_tipo_lancamento_pago integer)","FUNCTION","plpgsql","int4","Media"
"ponto.private_recupera_valor_historico_minutos_normais_trabalhados(a_data date)","FUNCTION","plpgsql","int4","Media"
"ponto.private_recupera_valor_historico_minutos_noturnos(a_data date)","FUNCTION","plpgsql","int4","Media"
"ponto.private_recupera_valor_historico_minutos_noturnos(a_data date, a_tipo_limite integer, a_tipo_lancamento_pago integer)","FUNCTION","plpgsql","int4","Media"
"ponto.private_recupera_valor_historico_minutos_saida_antecipada(a_data date)","FUNCTION","plpgsql","int4","Media"
"ponto.private_recupera_valor_historico_minutos_saida_antecipada_compe(a_data date)","FUNCTION","plpgsql","int4","Media"
"ponto.private_recupera_valor_historico_minutos_tolerados_atraso_entra(a_data date)","FUNCTION","plpgsql","int4","Media"
"ponto.private_recupera_valor_historico_minutos_tolerados_atrasos_inte(a_data date)","FUNCTION","plpgsql","int4","Media"
"ponto.private_recupera_valor_historico_minutos_tolerados_saida_anteci(a_data date)","FUNCTION","plpgsql","int4","Media"
"ponto.private_recupera_valor_lancamento_compensado(a_tipo integer)","FUNCTION","plpgsql","int4","Media"
"ponto.private_recupera_valor_lancamento_pago(a_tipo integer)","FUNCTION","plpgsql","int4","Media"
"ponto.public_atualizar_ponto_trabalhador(a_tenant bigint, a_trabalhador uuid[], a_apuracao uuid, a_datas_calculo date[])","FUNCTION","plpgsql","void","Media"
"ponto.public_calcular_minutos(a_marcacoes timestamp without time zone[])","FUNCTION","plpgsql","int4","Media"
"ponto.recalcula_saldo(_tenant bigint)","FUNCTION","plpgsql","bool","Media"
"ponto.recalcula_saldo_apuracao(_tenant bigint, _apuracao uuid)","FUNCTION","plpgsql","bool","Media"
"ponto.recalcula_saldo_apuracao(_tenant bigint)","FUNCTION","plpgsql","bool","Media"
"ponto.recalcula_saldo_por_apuracao(_tenant bigint, _apuracaoponto uuid, recalcula_lancamentos_das_datas boolean)","FUNCTION","plpgsql","bool","Media"
"public.entity2char(t text)","FUNCTION","plpgsql","text","Media"
"public.fn_triggerall(doenable boolean)","FUNCTION","plpgsql","int4","Media"
"public.substituir_entidades_html(t text)","FUNCTION","plpgsql","text","Media"
"scritta.calculaprecomediocusto(estabelecimento uuid, documento uuid, tipodoc integer, datafim date)","FUNCTION","plpgsql","void","Media"
"scritta.fnc_dipj_processaretencoes(pempresa uuid, pdatainicial date, pdatafinal date)","FUNCTION","plpgsql","void","Media"
"servicos.api_ordemservicoitemnovo(a_objeto servicos.tordemservicoitemnovo)","FUNCTION","plpgsql","trecibo","Media"
"servicos.api_ordemservicoitemnovo_v2(a_objeto servicos.tordemservicoitemnovo_v2)","FUNCTION","plpgsql","trecibo","Media"
"servicos.cancelar_titulos_rps(a_rps_id uuid)","FUNCTION","plpgsql","void","Media"
"servicos.converte_pre_em_rps(a_titulo_id uuid, a_data_baixa date)","FUNCTION","plpgsql","int2","Media"
"servicos.desprocessar_cobranca_lote_ordemservico(a_lotecobrancaordemservico_id uuid)","FUNCTION","plpgsql","void","Media"
"servicos.discriminacaoordemservico_rps(a_idrps uuid)","FUNCTION","plpgsql","text","Media"
"servicos.processar_cobranca_lote_ordemservico(a_lotecobrancaordemservico_id uuid, a_dataemissao date, a_datavencimento date, a_gerarcobranca boolean, a_idconta uuid, a_idformapagamento uuid, a_listarateiosfinanceiros financas.tlistarateiosfinanceiros)","FUNCTION","plpgsql","uuid","Media"
"servicos.retornardadososdorps(a_idrps uuid)","FUNCTION","plpgsql","varchar","Media"
"util.aplicar_valor_grafo_formula(a_idgrafoformula uuid, a_codigovalor character varying, a_valorformula character varying, a_buildimediato boolean DEFAULT true)","FUNCTION","plpgsql","info_vertice_atualizado","Media"
"util.aplicar_valor_grafo_formula_v2(a_idgrafoformula uuid, a_codigovalor character varying, a_valorformula character varying, a_tenant bigint, a_buildimediato boolean DEFAULT true)","FUNCTION","plpgsql","info_vertice_atualizado","Media"
"util.avalia_valor_expressao(a_expressao character varying, a_variaveis character varying[], a_valoresvariaveis numeric[])","FUNCTION","plpgsql","numeric","Media"
"util.avalia_valor_expressao_v2(a_tenant bigint, a_expressao character varying, a_variaveis character varying[], a_valoresvariaveis numeric[])","FUNCTION","plpgsql","numeric","Media"
"util.avaliar_vertices_nao_calculados(a_idponteirografo uuid, a_conjuntovertices uuid[] DEFAULT NULL::uuid[])","FUNCTION","plpgsql","info_vertice_atualizado","Media"
"util.avaliar_vertices_nao_calculados_v2(a_idponteirografo uuid, a_tenant bigint, a_conjuntovertices uuid[] DEFAULT NULL::uuid[])","FUNCTION","plpgsql","info_vertice_atualizado","Media"
"util.busca_profundidade_formula(a_idverticeformula uuid)","FUNCTION","plpgsql","info_vertice_atualizado","Media"
"util.busca_profundidade_formula_v2(a_idverticeformula uuid, a_tenant bigint)","FUNCTION","plpgsql","info_vertice_atualizado","Media"
"util.get_incognitas_formula(a_valorformula character varying)","FUNCTION","plpgsql","_varchar","Media"
"util.recupera_ids_incognitas(a_incognitas character varying[], a_idponteirotemporario uuid, a_codigovertice character varying DEFAULT NULL::character varying)","FUNCTION","plpgsql","_uuid","Media"
"util.recupera_ids_incognitas_v2(a_tenant bigint, a_incognitas character varying[], a_idponteirotemporario uuid, a_codigovertice character varying DEFAULT NULL::character varying)","FUNCTION","plpgsql","_uuid","Media"
"workflow.list_available_actions(a_process character varying, a_document uuid, a_user uuid, a_tenant bigint)","FUNCTION","plpgsql","list_action_element","Media"
"workflow.make_document_summary(a_document uuid, a_process_id uuid, a_process_schema character varying, a_process_tabela character varying, a_process_fieldid character varying)","FUNCTION","plpgsql","varchar","Media"
"workflow.validate_user_competency(a_user uuid, a_document uuid, a_process uuid)","FUNCTION","plpgsql","bool","Media"
"workflow_web.list_available_actions(a_process character varying, a_document uuid, a_user character varying, a_escopoworkflow bigint)","FUNCTION","plpgsql","list_action_element","Media"
"workflow_web.make_document_summary(a_document uuid, a_process_id uuid, a_process_schema character varying, a_process_tabela character varying, a_process_fieldid character varying)","FUNCTION","plpgsql","varchar","Media"
"workflow_web.should_transition_state(a_process uuid, a_state uuid, a_action uuid, a_document uuid, a_user character varying, a_datahora_entrada_estado_atual timestamp without time zone)","FUNCTION","plpgsql","bool","Media"
"workflow_web.show_user_pendencies(a_user character varying, a_escopoworkflow bigint DEFAULT 0, a_system integer DEFAULT '-1'::integer, a_exibeaprovado boolean DEFAULT true)","FUNCTION","plpgsql","user_pendency","Media"
"agente.update_agenteworker(a_agente uuid, a_worker uuid, a_active boolean)","FUNCTION","plpgsql","bool","Baixa"
"atendimento.api_arquivoalterar(a_objeto atendimento.tarquivoalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_arquivoexcluir(a_objeto atendimento.tarquivoexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_arquivonovo(a_objeto atendimento.tarquivonovo)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_arquivoregranovo(a_objeto atendimento.tarquivoregranovo)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_arquivoreordenar(a_objeto atendimento.tarquivoreordenar)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_arquivosregrasexcluir(a_objeto atendimento.tarquivosregrasexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_artigoacessar(a_objeto atendimento.tartigoacessar)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_artigoalterar(a_objeto atendimento.tartigoalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_artigoalterar_v2(a_objeto atendimento.tartigoalterar_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_artigoalterar_v3(a_objeto atendimento.tartigoalterar_v3)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_artigoalterar_v4(a_objeto atendimento.tartigoalterar_v4)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_artigoalterar_v5(a_objeto atendimento.tartigoalterar_v5)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_artigoalterar_v6(a_objeto atendimento.tartigoalterar_v6)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_artigoalterar_v7(a_objeto atendimento.tartigoalterar_v7)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_artigoalterarstatus(a_objeto atendimento.tartigoalterarstatus)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_artigoalterarstatus_v2(a_objeto atendimento.tartigoalterarstatus_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_artigoalterarstatus_v3(a_objeto atendimento.tartigoalterarstatus_v3)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_artigoexcluir(a_objeto atendimento.tartigoexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_artigoexcluir_v2(a_objeto atendimento.tartigoexcluir_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_artigogerarurlamigavel(character varying)","FUNCTION","plpgsql","varchar","Baixa"
"atendimento.api_artigohistoricoalterar(a_objeto atendimento.tartigohistoricoalterar)","FUNCTION","plpgsql","void","Baixa"
"atendimento.api_artigohistoricoalterarstatus(a_objeto atendimento.tartigohistoricoalterarstatus)","FUNCTION","plpgsql","void","Baixa"
"atendimento.api_artigohistoricoexcluir(a_objeto atendimento.tartigohistoricoexcluir)","FUNCTION","plpgsql","void","Baixa"
"atendimento.api_artigohistoriconovo(a_objeto atendimento.tartigohistoriconovo)","FUNCTION","plpgsql","void","Baixa"
"atendimento.api_artigonovo(a_objeto atendimento.tartigonovo)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_artigonovo_v2(a_objeto atendimento.tartigonovo_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_artigonovo_v3(a_objeto atendimento.tartigonovo_v3)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_artigonovo_v4(a_objeto atendimento.tartigonovo_v4)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_artigonovo_v5(a_objeto atendimento.tartigonovo_v5)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_artigonovo_v6(a_objeto atendimento.tartigonovo_v6)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_artigonovo_v7(a_objeto atendimento.tartigonovo_v7)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_artigoreordenar(a_objeto atendimento.tartigoreordenar)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_artigoutilnovo(a_objeto atendimento.tartigoutilnovo)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_artigoutilnovo_v2(a_objeto atendimento.tartigoutilnovo_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_categoriaalterar(a_objeto atendimento.tcategoriaalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_categoriaalterar_v2(a_objeto atendimento.tcategoriaalterar_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_categoriaexcluir(a_objeto atendimento.tcategoriaexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_categoriaexcluir_v2(a_objeto atendimento.tcategoriaexcluir_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_categorianovo(a_objeto atendimento.tcategorianovo)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_categorianovo_v2(a_objeto atendimento.tcategorianovo_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_categoriareordenar(a_objeto atendimento.tcategoriareordenar)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_categoriasreordenar(a_objeto atendimento.tcategoriasreordenar)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_categoriasreordenar_v2(a_objeto atendimento.tcategoriasreordenar_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_clientefuncaoalterar(a_objeto atendimento.tclientefuncaoalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_clientefuncaoalterarfuncao(a_objeto atendimento.tclientefuncaoalterarfuncao)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_clientefuncaoaprovar(a_objeto atendimento.tclientefuncaoaprovar)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_clientefuncaoaprovarporemail(a_objeto atendimento.tclientefuncaoaprovarporemail)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_clientefuncaoexcluir(a_objeto atendimento.tclientefuncaoexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_clientefuncaoexcluir_v2(a_objeto atendimento.tclientefuncaoexcluir_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_clientefuncaoexcluir_v3(a_objeto atendimento.tclientefuncaoexcluir_v3)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_clientefuncaonovo(a_objeto atendimento.tclientefuncaonovo)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_clientefuncaonovo_v2(a_objeto atendimento.tclientefuncaonovo_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_clientefuncaonovo_v3(a_objeto atendimento.tclientefuncaonovo_v3)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_clientefuncaonovo_v4(a_objeto atendimento.tclientefuncaonovo_v4)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_enderecosemailsalterar(a_objeto atendimento.tenderecosemailsalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_enderecosemailsexcluir(a_objeto atendimento.tenderecosemailsexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_enderecosemailsnovo(a_objeto atendimento.tenderecosemailsnovo)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_equipealterar(a_objeto atendimento.tequipealterar)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_equipeclienteregranovo(a_objeto atendimento.tequipeclienteregranovo)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_equipeexcluir(a_objeto atendimento.tequipeexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_equipenovo(a_objeto atendimento.tequipenovo)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_equipesclientesregrasexcluir(a_objeto atendimento.tequipesclientesregrasexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_equipesusuariosexcluir(a_objeto atendimento.tequipesusuariosexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_equipeusuarioexcluir(a_objeto atendimento.tequipeusuarioexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_equipeusuarionovo(a_objeto atendimento.tequipeusuarionovo)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_feriadoalterar(a_objeto atendimento.tferiadoalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_feriadoexcluir(a_objeto atendimento.tferiadoexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"atendimento.api_feriadonovo(a_objeto atendimento.tferiadonovo)","FUNCTION","plpgsql","trecibo","Baixa"
